DATE	SMB	HML
20250807	-0,28	0,20
20250808	-0,54	0,08
20250811	0,17	0,02
20250812	1,46	0,85
20250813	1,78	0,39
20250814	-1,28	0,56
20250815	0,04	-0,75
20250818	0,35	0,02
20250819	-0,62	1,59
20250820	-0,26	0,18
20250821	0,40	-0,15
20250822	2,04	1,17
20250825	-0,63	0,45
20250826	0,25	0,13
20250827	0,40	0,27
20250828	-0,15	-0,52
20250829	0,02	0,85
20250902	-0,07	0,10
20250903	-0,24	-0,51
20250904	0,17	0,34
20250905	0,93	-0,52
20250908	0,16	-0,63
20250909	-0,75	-0,22
20250910	-0,89	0,31
20250911	0,75	0,08
20250912	-1,09	0,04
20250915	0,04	-0,66
20250916	0,06	-0,07
20250917	-0,23	0,57
20250918	1,38	0,52
20250919	-1,28	-0,76
20250922	0,67	-1,15
20250923	-0,30	0,87
20250924	-0,36	0,99
20250925	-0,77	0,55
20250926	0,28	0,45
20250929	-0,06	-0,75
20250930	-0,13	-0,57
